Portfolio,Feedstock,Commodity,Commodity Unit,Unit Code,Buildout,Use,Weight
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,288.0952380952382,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,314.2857142857144,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,340.4761904761906,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,366.6666666666668,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,392.857142857143,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,419.0476190476192,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,445.2380952380954,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,471.4285714285716,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,497.6190476190478,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,523.809523809524,Power Grid,1
Proportional Buildout 1.31.2024,Wind,Electricity,Megawatts,MW,550,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,704.7619047619048,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,1409.5238095238096,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,2114.2857142857147,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,2819.0476190476193,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,3523.809523809524,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,4228.571428571428,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,4933.333333333333,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,5638.095238095238,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,6342.857142857142,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,7047.619047619047,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,7752.380952380951,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,8457.142857142857,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,9161.904761904761,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,9866.666666666666,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,10571.42857142857,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,11276.190476190475,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,11980.95238095238,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,12685.714285714284,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,13390.476190476189,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,14095.238095238094,Power Grid,1
Proportional Buildout 1.31.2024,Li Battery,Electricity,Megawatts,MW,14800,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,47.61904761904762,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,95.23809523809524,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,142.85714285714286,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,190.47619047619048,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,238.0952380952381,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,285.7142857142857,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,333.33333333333337,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,380.95238095238096,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,428.57142857142856,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,476.19047619047615,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,523.8095238095237,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,571.4285714285713,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,619.0476190476189,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,666.6666666666665,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,714.2857142857141,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,761.9047619047617,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,809.5238095238093,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,857.1428571428569,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,904.7619047619045,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,952.3809523809521,Power Grid,1
Proportional Buildout 1.31.2024,LDES,Electricity,Megawatts,MW,1000,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,0.14365994845143032,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,0.28731989690286064,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,0.43097984535429096,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,0.5746397938057213,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,0.7182997422571515,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,0.8619596907085818,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.005619639160012,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.1492795876114423,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.2929395360628726,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.4365994845143029,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.5802594329657331,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.7239193814171634,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,1.8675793298685937,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.011239278320024,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.1548992267714544,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.2985591752228847,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.442219123674315,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.585879072125745,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.7295390205771755,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,2.8731989690286057,Power Grid,1
Proportional Buildout 1.31.2024,Forest waste,Electricity,Megawatts,MW,3.016858917480037,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,1.6326530612244898,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,3.2653061224489797,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,4.8979591836734695,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,6.530612244897959,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,8.16326530612245,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,9.795918367346939,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,11.428571428571429,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,13.061224489795919,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,14.693877551020408,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,16.3265306122449,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,17.95918367346939,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,19.591836734693878,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,21.224489795918366,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,22.857142857142854,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,24.489795918367342,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,26.12244897959183,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,27.75510204081632,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,29.387755102040806,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,31.020408163265294,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,32.65306122448978,Power Grid,1
Proportional Buildout 1.31.2024,Agricultural waste,Electricity,Megawatts,MW,34.285714285714285,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,14761.904761904761,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,14761.904761904761,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,103333.33333333333,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,103333.33333333333,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,118095.23809523809,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,118095.23809523809,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,206666.66666666666,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,206666.66666666666,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,221428.57142857142,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,221428.57142857142,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,236190.47619047618,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,236190.47619047618,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,310000,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Solar,Hydrogen,Metric Tons,MT,310000,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,523.8095238095239,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,523.8095238095239,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1047.6190476190477,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1047.6190476190477,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1571.4285714285716,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1571.4285714285716,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2095.2380952380954,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2095.2380952380954,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2619.0476190476193,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2619.0476190476193,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3142.857142857143,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3142.857142857143,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3666.666666666667,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3666.666666666667,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4190.476190476191,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4190.476190476191,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4714.285714285715,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4714.285714285715,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5238.0952380952385,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5238.0952380952385,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5761.904761904762,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5761.904761904762,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6285.714285714286,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6285.714285714286,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6809.52380952381,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6809.52380952381,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7333.333333333334,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7333.333333333334,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7857.142857142858,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7857.142857142858,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8380.952380952382,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8380.952380952382,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8904.761904761905,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8904.761904761905,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9428.571428571428,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9428.571428571428,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9952.38095238095,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9952.38095238095,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,10476.190476190473,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,10476.190476190473,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,11000,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Natural Gas + CCS,Hydrogen,Metric Tons,MT,11000,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,5721.784776902887,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,5721.784776902887,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,11443.569553805773,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,11443.569553805773,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,17165.35433070866,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,17165.35433070866,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,22887.139107611547,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,22887.139107611547,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,28608.923884514435,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,28608.923884514435,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,34330.708661417324,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,34330.708661417324,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,40052.49343832021,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,40052.49343832021,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,45774.2782152231,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,45774.2782152231,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,51496.06299212599,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,51496.06299212599,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,57217.84776902888,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,57217.84776902888,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,62939.63254593177,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,62939.63254593177,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,68661.41732283465,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,68661.41732283465,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,74383.20209973754,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,74383.20209973754,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,80104.98687664043,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,80104.98687664043,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,85826.77165354331,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,85826.77165354331,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,91548.5564304462,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,91548.5564304462,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,97270.34120734909,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,97270.34120734909,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,102992.12598425198,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,102992.12598425198,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,108713.91076115487,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,108713.91076115487,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,114435.69553805776,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,114435.69553805776,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,120157.48031496063,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Agricultural waste,Hydrogen,Metric Tons,MT,120157.48031496063,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Forest waste,Hydrogen,Metric Tons,MT,471.3598443215192,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Forest waste,Hydrogen,Metric Tons,MT,471.3598443215192,Ammonia Production,0.5
Proportional Buildout 1.31.2024,Forest waste,Hydrogen,Metric Tons,MT,942.7196886430384,Surface Transport Fuel,0.5
Proportional Buildout 1.31.2024,Forest waste,Hydrogen,Metric Tons,MT,942.7196886430384,Ammonia Production,0.5
