Portfolio,year,Feedstock,Commodity,Commodity Unit,Unit Code,Buildout,Variable Category,Variable Subcategory,Variable Unit,Conversion Value,Value,Uncertainty Range Category
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Land,Land Impacted,acres,0.0683,2016.4761904761904,Low
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Land,Land Impacted,acres,0.0683,3024.7142857142853,Low
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Land,Land Impacted,acres,0.0683,4032.9523809523807,Low
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Land,Land Impacted,acres,0.0683,5041.190476190475,Low
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Land,Land Impacted,acres,0.0683,6049.428571428571,Low
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,103333.33333333331,Land,Land Impacted,acres,0.0683,7057.666666666666,Low
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,118095.23809523808,Land,Land Impacted,acres,0.0683,8065.9047619047615,Low
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Land,Land Impacted,acres,0.0683,9074.142857142857,Low
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Land,Land Impacted,acres,0.0683,10082.38095238095,Low
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Land,Land Impacted,acres,0.0683,11090.619047619046,Low
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Land,Land Impacted,acres,0.0683,12098.85714285714,Low
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Land,Land Impacted,acres,0.0683,13107.095238095237,Low
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,206666.66666666663,Land,Land Impacted,acres,0.0683,14115.333333333332,Low
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,221428.57142857145,Land,Land Impacted,acres,0.0683,15123.571428571428,Low
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,236190.47619047615,Land,Land Impacted,acres,0.0683,16131.809523809525,Low
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Land,Land Impacted,acres,0.0683,17140.04761904762,Low
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Land,Land Impacted,acres,0.0683,18148.28571428571,Low
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Land,Land Impacted,acres,0.0683,19156.52380952381,Low
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Land,Land Impacted,acres,0.0683,20164.761904761897,Low
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,310000,Land,Land Impacted,acres,0.0683,21173,Low
EBetancourt-TheOutrageousPortfolio EDITED,2025,Wind,Electricity,Megawatts,MW,238.0952380952381,Land,Land Impacted,acres,24,5714.285714285715,Low
EBetancourt-TheOutrageousPortfolio EDITED,2026,Wind,Electricity,Megawatts,MW,476.1904761904762,Land,Land Impacted,acres,24,11428.57142857143,Low
EBetancourt-TheOutrageousPortfolio EDITED,2027,Wind,Electricity,Megawatts,MW,714.2857142857143,Land,Land Impacted,acres,24,17142.857142857145,Low
EBetancourt-TheOutrageousPortfolio EDITED,2028,Wind,Electricity,Megawatts,MW,952.3809523809524,Land,Land Impacted,acres,24,22857.14285714286,Low
EBetancourt-TheOutrageousPortfolio EDITED,2029,Wind,Electricity,Megawatts,MW,1190.4761904761906,Land,Land Impacted,acres,24,28571.428571428572,Low
EBetancourt-TheOutrageousPortfolio EDITED,2030,Wind,Electricity,Megawatts,MW,1428.571428571429,Land,Land Impacted,acres,24,34285.71428571429,Low
EBetancourt-TheOutrageousPortfolio EDITED,2031,Wind,Electricity,Megawatts,MW,1666.6666666666667,Land,Land Impacted,acres,24,40000,Low
EBetancourt-TheOutrageousPortfolio EDITED,2032,Wind,Electricity,Megawatts,MW,1904.7619047619048,Land,Land Impacted,acres,24,45714.28571428572,Low
EBetancourt-TheOutrageousPortfolio EDITED,2033,Wind,Electricity,Megawatts,MW,2142.857142857143,Land,Land Impacted,acres,24,51428.571428571435,Low
EBetancourt-TheOutrageousPortfolio EDITED,2034,Wind,Electricity,Megawatts,MW,2380.952380952381,Land,Land Impacted,acres,24,57142.857142857145,Low
EBetancourt-TheOutrageousPortfolio EDITED,2035,Wind,Electricity,Megawatts,MW,2619.0476190476193,Land,Land Impacted,acres,24,62857.14285714286,Low
EBetancourt-TheOutrageousPortfolio EDITED,2036,Wind,Electricity,Megawatts,MW,2857.1428571428573,Land,Land Impacted,acres,24,68571.42857142858,Low
EBetancourt-TheOutrageousPortfolio EDITED,2037,Wind,Electricity,Megawatts,MW,3095.2380952380954,Land,Land Impacted,acres,24,74285.71428571429,Low
EBetancourt-TheOutrageousPortfolio EDITED,2038,Wind,Electricity,Megawatts,MW,3333.3333333333335,Land,Land Impacted,acres,24,80000,Low
EBetancourt-TheOutrageousPortfolio EDITED,2039,Wind,Electricity,Megawatts,MW,3571.4285714285716,Land,Land Impacted,acres,24,85714.28571428571,Low
EBetancourt-TheOutrageousPortfolio EDITED,2040,Wind,Electricity,Megawatts,MW,3809.5238095238096,Land,Land Impacted,acres,24,91428.57142857143,Low
EBetancourt-TheOutrageousPortfolio EDITED,2041,Wind,Electricity,Megawatts,MW,4047.619047619048,Land,Land Impacted,acres,24,97142.85714285714,Low
EBetancourt-TheOutrageousPortfolio EDITED,2042,Wind,Electricity,Megawatts,MW,4285.714285714286,Land,Land Impacted,acres,24,102857.14285714288,Low
EBetancourt-TheOutrageousPortfolio EDITED,2043,Wind,Electricity,Megawatts,MW,4523.809523809525,Land,Land Impacted,acres,24,108571.4285714286,Low
EBetancourt-TheOutrageousPortfolio EDITED,2044,Wind,Electricity,Megawatts,MW,4761.904761904763,Land,Land Impacted,acres,24,114285.71428571432,Low
EBetancourt-TheOutrageousPortfolio EDITED,2045,Wind,Electricity,Megawatts,MW,5000,Land,Land Impacted,acres,24,120000,Low
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,5571.428571428572,Land,Land Consumed,acres,3.5,19500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,11142.857142857143,Land,Land Consumed,acres,3.5,39000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,16714.285714285714,Land,Land Consumed,acres,3.5,58500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,22285.714285714286,Land,Land Consumed,acres,3.5,78000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,27857.14285714286,Land,Land Consumed,acres,3.5,97500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,33428.57142857143,Land,Land Consumed,acres,3.5,117000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,39000,Land,Land Consumed,acres,3.5,136500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,44571.42857142857,Land,Land Consumed,acres,3.5,156000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,50142.857142857145,Land,Land Consumed,acres,3.5,175500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,55714.28571428572,Land,Land Consumed,acres,3.5,195000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,61285.71428571429,Land,Land Consumed,acres,3.5,214500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,66857.14285714286,Land,Land Consumed,acres,3.5,234000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,72428.57142857142,Land,Land Consumed,acres,3.5,253499.99999999997,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,77999.99999999999,Land,Land Consumed,acres,3.5,272999.99999999994,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,83571.42857142855,Land,Land Consumed,acres,3.5,292499.99999999994,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,89142.85714285712,Land,Land Consumed,acres,3.5,311999.9999999999,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,94714.28571428568,Land,Land Consumed,acres,3.5,331499.9999999999,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,100285.71428571425,Land,Land Consumed,acres,3.5,350999.9999999999,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,105857.1428571428,Land,Land Consumed,acres,3.5,370499.9999999998,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,111428.57142857138,Land,Land Consumed,acres,3.5,389999.9999999998,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,117000,Land,Land Consumed,acres,3.5,409500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14761.90476190476,Land,Land Consumed,acres,0.0683,1008.2380952380952,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Land,Land Consumed,acres,0.0683,2016.4761904761904,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Land,Land Consumed,acres,0.0683,3024.7142857142853,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Land,Land Consumed,acres,0.0683,4032.9523809523807,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Land,Land Consumed,acres,0.0683,5041.190476190475,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Land,Land Consumed,acres,0.0683,6049.428571428571,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,103333.33333333331,Land,Land Consumed,acres,0.0683,7057.666666666666,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,118095.23809523808,Land,Land Consumed,acres,0.0683,8065.9047619047615,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Land,Land Consumed,acres,0.0683,9074.142857142857,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Land,Land Consumed,acres,0.0683,10082.38095238095,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Land,Land Consumed,acres,0.0683,11090.619047619046,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Land,Land Consumed,acres,0.0683,12098.85714285714,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Land,Land Consumed,acres,0.0683,13107.095238095237,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,206666.66666666663,Land,Land Consumed,acres,0.0683,14115.333333333332,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,221428.57142857145,Land,Land Consumed,acres,0.0683,15123.571428571428,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,236190.47619047615,Land,Land Consumed,acres,0.0683,16131.809523809525,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Land,Land Consumed,acres,0.0683,17140.04761904762,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Land,Land Consumed,acres,0.0683,18148.28571428571,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Land,Land Consumed,acres,0.0683,19156.52380952381,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Land,Land Consumed,acres,0.0683,20164.761904761897,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,310000,Land,Land Consumed,acres,0.0683,21173,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2025,Wind,Electricity,Megawatts,MW,238.0952380952381,Land,Land Consumed,acres,2.5,595.2380952380953,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2026,Wind,Electricity,Megawatts,MW,476.1904761904762,Land,Land Consumed,acres,2.5,1190.4761904761906,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2027,Wind,Electricity,Megawatts,MW,714.2857142857143,Land,Land Consumed,acres,2.5,1785.7142857142858,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2028,Wind,Electricity,Megawatts,MW,952.3809523809524,Land,Land Consumed,acres,2.5,2380.952380952381,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2029,Wind,Electricity,Megawatts,MW,1190.4761904761906,Land,Land Consumed,acres,2.5,2976.1904761904766,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2030,Wind,Electricity,Megawatts,MW,1428.571428571429,Land,Land Consumed,acres,2.5,3571.4285714285716,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2031,Wind,Electricity,Megawatts,MW,1666.6666666666667,Land,Land Consumed,acres,2.5,4166.666666666667,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2032,Wind,Electricity,Megawatts,MW,1904.7619047619048,Land,Land Consumed,acres,2.5,4761.904761904762,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2033,Wind,Electricity,Megawatts,MW,2142.857142857143,Land,Land Consumed,acres,2.5,5357.142857142858,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2034,Wind,Electricity,Megawatts,MW,2380.952380952381,Land,Land Consumed,acres,2.5,5952.380952380953,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2035,Wind,Electricity,Megawatts,MW,2619.0476190476193,Land,Land Consumed,acres,2.5,6547.619047619048,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2036,Wind,Electricity,Megawatts,MW,2857.1428571428573,Land,Land Consumed,acres,2.5,7142.857142857143,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2037,Wind,Electricity,Megawatts,MW,3095.2380952380954,Land,Land Consumed,acres,2.5,7738.0952380952385,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2038,Wind,Electricity,Megawatts,MW,3333.3333333333335,Land,Land Consumed,acres,2.5,8333.333333333334,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2039,Wind,Electricity,Megawatts,MW,3571.4285714285716,Land,Land Consumed,acres,2.5,8928.57142857143,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2040,Wind,Electricity,Megawatts,MW,3809.5238095238096,Land,Land Consumed,acres,2.5,9523.809523809525,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2041,Wind,Electricity,Megawatts,MW,4047.619047619048,Land,Land Consumed,acres,2.5,10119.047619047618,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2042,Wind,Electricity,Megawatts,MW,4285.714285714286,Land,Land Consumed,acres,2.5,10714.285714285716,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2043,Wind,Electricity,Megawatts,MW,4523.809523809525,Land,Land Consumed,acres,2.5,11309.523809523813,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2044,Wind,Electricity,Megawatts,MW,4761.904761904763,Land,Land Consumed,acres,2.5,11904.761904761908,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2045,Wind,Electricity,Megawatts,MW,5000,Land,Land Consumed,acres,2.5,12500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,5571.428571428572,Land,Land Impacted,acres,4.375,24375,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,11142.857142857143,Land,Land Impacted,acres,4.375,48750,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,16714.285714285714,Land,Land Impacted,acres,4.375,73125,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,22285.714285714286,Land,Land Impacted,acres,4.375,97500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,27857.14285714286,Land,Land Impacted,acres,4.375,121875,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,33428.57142857143,Land,Land Impacted,acres,4.375,146250,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,39000,Land,Land Impacted,acres,4.375,170625,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,44571.42857142857,Land,Land Impacted,acres,4.375,195000,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,50142.857142857145,Land,Land Impacted,acres,4.375,219375,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,55714.28571428572,Land,Land Impacted,acres,4.375,243750,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,61285.71428571429,Land,Land Impacted,acres,4.375,268125,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,66857.14285714286,Land,Land Impacted,acres,4.375,292500,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,72428.57142857142,Land,Land Impacted,acres,4.375,316874.99999999994,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,77999.99999999999,Land,Land Impacted,acres,4.375,341249.99999999994,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,83571.42857142855,Land,Land Impacted,acres,4.375,365624.9999999999,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,89142.85714285712,Land,Land Impacted,acres,4.375,389999.9999999999,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,94714.28571428568,Land,Land Impacted,acres,4.375,414374.9999999999,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,100285.71428571425,Land,Land Impacted,acres,4.375,438749.9999999998,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,105857.1428571428,Land,Land Impacted,acres,4.375,463124.9999999998,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,111428.57142857138,Land,Land Impacted,acres,4.375,487499.99999999977,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,117000,Land,Land Impacted,acres,4.375,511875,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14761.90476190476,Land,Land Impacted,acres,0.08537499999999999,1260.2976190476188,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Land,Land Impacted,acres,0.08537499999999999,2520.5952380952376,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Land,Land Impacted,acres,0.08537499999999999,3780.892857142856,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Land,Land Impacted,acres,0.08537499999999999,5041.190476190475,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Land,Land Impacted,acres,0.08537499999999999,6301.488095238094,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Land,Land Impacted,acres,0.08537499999999999,7561.785714285713,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,103333.33333333331,Land,Land Impacted,acres,0.08537499999999999,8822.083333333332,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,118095.23809523808,Land,Land Impacted,acres,0.08537499999999999,10082.38095238095,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Land,Land Impacted,acres,0.08537499999999999,11342.678571428569,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Land,Land Impacted,acres,0.08537499999999999,12602.976190476187,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Land,Land Impacted,acres,0.08537499999999999,13863.273809523807,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Land,Land Impacted,acres,0.08537499999999999,15123.571428571426,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Land,Land Impacted,acres,0.08537499999999999,16383.869047619046,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,206666.66666666663,Land,Land Impacted,acres,0.08537499999999999,17644.166666666664,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,221428.57142857145,Land,Land Impacted,acres,0.08537499999999999,18904.464285714283,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,236190.47619047615,Land,Land Impacted,acres,0.08537499999999999,20164.7619047619,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Land,Land Impacted,acres,0.08537499999999999,21425.059523809523,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Land,Land Impacted,acres,0.08537499999999999,22685.357142857138,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Land,Land Impacted,acres,0.08537499999999999,23945.654761904756,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Land,Land Impacted,acres,0.08537499999999999,25205.95238095237,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,310000,Land,Land Impacted,acres,0.08537499999999999,26466.249999999996,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2025,Wind,Electricity,Megawatts,MW,238.0952380952381,Land,Land Impacted,acres,82,19523.809523809523,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2026,Wind,Electricity,Megawatts,MW,476.1904761904762,Land,Land Impacted,acres,82,39047.619047619046,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2027,Wind,Electricity,Megawatts,MW,714.2857142857143,Land,Land Impacted,acres,82,58571.42857142857,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2028,Wind,Electricity,Megawatts,MW,952.3809523809524,Land,Land Impacted,acres,82,78095.23809523809,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2029,Wind,Electricity,Megawatts,MW,1190.4761904761906,Land,Land Impacted,acres,82,97619.04761904763,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2030,Wind,Electricity,Megawatts,MW,1428.571428571429,Land,Land Impacted,acres,82,117142.85714285714,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2031,Wind,Electricity,Megawatts,MW,1666.6666666666667,Land,Land Impacted,acres,82,136666.6666666667,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2032,Wind,Electricity,Megawatts,MW,1904.7619047619048,Land,Land Impacted,acres,82,156190.47619047618,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2033,Wind,Electricity,Megawatts,MW,2142.857142857143,Land,Land Impacted,acres,82,175714.28571428574,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2034,Wind,Electricity,Megawatts,MW,2380.952380952381,Land,Land Impacted,acres,82,195238.09523809527,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2035,Wind,Electricity,Megawatts,MW,2619.0476190476193,Land,Land Impacted,acres,82,214761.9047619048,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2036,Wind,Electricity,Megawatts,MW,2857.1428571428573,Land,Land Impacted,acres,82,234285.7142857143,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2037,Wind,Electricity,Megawatts,MW,3095.2380952380954,Land,Land Impacted,acres,82,253809.52380952385,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2038,Wind,Electricity,Megawatts,MW,3333.3333333333335,Land,Land Impacted,acres,82,273333.3333333334,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2039,Wind,Electricity,Megawatts,MW,3571.4285714285716,Land,Land Impacted,acres,82,292857.14285714284,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2040,Wind,Electricity,Megawatts,MW,3809.5238095238096,Land,Land Impacted,acres,82,312380.95238095237,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2041,Wind,Electricity,Megawatts,MW,4047.619047619048,Land,Land Impacted,acres,82,331904.7619047619,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2042,Wind,Electricity,Megawatts,MW,4285.714285714286,Land,Land Impacted,acres,82,351428.5714285715,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2043,Wind,Electricity,Megawatts,MW,4523.809523809525,Land,Land Impacted,acres,82,370952.380952381,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2044,Wind,Electricity,Megawatts,MW,4761.904761904763,Land,Land Impacted,acres,82,390476.1904761906,Nominal
EBetancourt-TheOutrageousPortfolio EDITED,2045,Wind,Electricity,Megawatts,MW,5000,Land,Land Impacted,acres,82,410000,Nominal
